/* DATA DESCRIPTION:																																																							
Citation:	Esper, Oliver; Benz, Verena; Gersonde, Rainer (2016): Diatoms abundance in sediment core PS75/072-4 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.860929, 																																																						
	Azpeitia tabularis [%] (A. tabularis) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Chaetoceros spp. vegetative cells [%] (Chaetoceros spp. veg) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Chaetoceros spp., resting spores [%] (Chaetoceros spp. rs) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Corethron criophilum [%] (C. criophilum) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Coscinodiscus spp. [%] (Coscinodiscus spp.) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Eucampia antarctica, resting spores [%] (E. antarctica rs) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Fragilariopsis spp. [%] (Fragilariopsis spp.) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Fragilariopsis kerguelensis [%] (F. kerguelensis) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Fragilariopsis obliquecostata [%] (F. obliquecostata) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Fragilariopsis sublinearis (F. sublinearis) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Fragilariopsis ritscheri [%] (F. ritscheri) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Fragilariopsis curta [%] (F. curta) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Fragilariopsis rhombica [%] (F. rhombica) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Fragilariopsis separanda [%] (F. separanda) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Fragilariopsis peragallii [%] (F. peragallii) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Fragilariopsis pseudonana [%] (F. pseudonana) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Fragilariopsis cylindrus [%] (F. cylindrus) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Hemidiscus cuneiformis [%] (H. cuneiformis) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Hemidiscus karstenii [%] (H. karstenii) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Navicula spp. [%] (Navicula spp.) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Navicula directa [%] (N. directa) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Nitzschia sicula var. bicuneata [%] (N. sicula var. bicuneata) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Nitzschia sicula var. rostrata [%] (N. sicula var. rostrata) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Pseudo-nitzschia heimii (P-n heimii) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Pseudo-nitzschia lineola-turgiduloides group [%] (P-n lineola-turgiduloides gr) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Proboscia alata [%] (P. alata) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms * COMMENT: sensu Jordan																																																						
	Rhizosolenia antennata forma semispina [%] (R. antennata f semispina) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Rhizosolenia hebetata forma semispina [%] (R. hebetata f semispina) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Rhizosolenia antennata [%] (R. antennata) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Roperia tesselata [%] (R. tesselata) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Stellarima microtrias [%] (S. microtrias) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Thalassionema nitzschioides var. capitulata [%] (T. nitzschioides var. capitulata) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Thalassionema nitzschioides var. lanceolata [%] (T. nitzschioides var. lanceolata) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Thalassiosira antarctica [%] (T. antarctica) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Thalassiosira gracilis var. expecta [%] (T. gracilis var. expecta) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Thalassiosira gracilis [%] (T. gracilis) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Thalassiosira gravida [%] (T. gravida) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Thalassiosira lentiginosa [%] (T. lentiginosa) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Thalassiosira oestrupii [%] (T. oestrupii) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Thalassiosira oliverana [%] (T. oliverana) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Thalassiosira trifulta [%] (T. trifulta) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Thalassiosira tumida [%] (T. tumida) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Thalassiosira spp. [%] (Thalassiosira spp.) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Porosira pseudodenticulata [%] (P. pseudodenticulata) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Pleurosigma directum [%] (P. directum) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Rouxia leventerae [%] (R. leventerae) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Thalassiothrix antarctica [%] (T. antarctica) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Trichotoxon reinboldii [%] (T. reinboldii) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms																																																						
	Delphineis spp. [%] (Delphineis spp.) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms * COMMENT: Species questionable																																																						
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)																																																						
Size:	8415 data points																																																						
*/																																																							
Depth sed [m]	A. curvatulus [%]	A. actinochilus [%]	A. hookeri [%]	A. hyalinus [%]	A. parvulus [%]	A. tabularis var. egregius [%]	A. tabularis [%]	Chaetoceros spp. veg [%]	Chaetoceros spp. rs [%]	C. criophilum [%]	Coscinodiscus spp. [%]	E. antarctica rs [%]	Fragilariopsis spp. [%]	F. kerguelensis [%]	F. obliquecostata [%]	F. sublinearis	F. ritscheri [%]	F. curta [%]	F. rhombica [%]	F. separanda [%]	F. peragallii [%]	F. pseudonana [%]	F. cylindrus [%]	H. cuneiformis [%]	H. karstenii [%]	Navicula spp. [%]	N. directa [%]	N. sicula var. bicuneata [%]	N. sicula var. rostrata [%]	P-n heimii	P-n lineola-turgiduloides gr [%]	P. alata [%] (sensu Jordan)	R. antennata f semispina [%]	R. hebetata f semispina [%]	R. antennata [%]	R. tesselata [%]	S. microtrias [%]	T. nitzschioides var. capitulata [%]	T. nitzschioides var. lanceolata [%]	T. antarctica [%]	T. gracilis var. expecta [%]	T. gracilis [%]	T. gravida [%]	T. lentiginosa [%]	T. oestrupii [%]	T. oliverana [%]	T. trifulta [%]	T. tumida [%]	Thalassiosira spp. [%]	P. pseudodenticulata [%]	P. directum [%]	R. leventerae [%]	T. antarctica [%]	T. reinboldii [%]	Delphineis spp. [%] (Species questionable)
0.015	0	0.265	0.132	0	0	0	0.927	0.265	1.589	0	0	0.132	0	68.477	0.265	0	0.132	2.252	0.53	10.861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132	0	0	2.781	0.265	8.874	0.132	0	0.132	0	0.529	0	0	0	1.325	0	0
0.065	0	0.161	0	0.161	0.322	0	0.643	0.322	1.447	0	0	0.965	0	63.023	0.322	0	0.161	2.251	0.322	13.023	0	0	0	0	0	0	0.322	0	0	0	0.161	0	0	0	0	0	0	0	0.161	0	0	3.698	0	8.842	0	1.125	0.482	0.161	0.161	0	0.161	0	1.608	0	0
0.115	0.164	0	0	0	0.657	0.164	0.328	0.493	0.985	0	0	0.657	0	67.323	0	0	0.328	2.956	0.493	10.509	0	0	0	0	0	0	0.164	0.328	0	0	0	0	0	0.164	0	0	0	0	0	0	0.164	4.598	0.164	6.076	0.493	0.657	0.493	0	0.164	0	0.328	0	1.149	0	0
0.165	0.123	0.123	0.123	0	0.368	0	0.98	0.735	1.838	0	0	0.613	0	69.975	0	0.123	0.245	1.348	0.613	12.255	0	0	0	0	0	0	0.123	0	0	0	0	0	0	0.123	0	0	0	0.123	0.123	0	0	3.064	0	5.76	0	0.245	0	0	0.368	0	0	0	0.613	0	0
0.215	0.133	0.133	0.133	0	0.398	0.266	0.266	0	2.523	0	0	0.664	0	67.331	0	0	0.133	0.664	0.133	11.687	0	0	0	0	0	0.133	0	0.266	0.133	0	0.133	0	0	0.133	0	0	0	0	0.133	0	0.133	3.718	0.133	7.304	0.398	0.93	0	0.133	0.398	0	0	0	1.461	0	0
0.265	0	0.154	0.154	0	0.463	0	1.235	0.309	1.389	0	0	0.617	0	65.432	0.154	0	0.463	0.926	0.463	14.66	0	0	0	0	0	0	0.154	0	0.154	0	0.154	0	0	0	0	0	0	0	0.154	0	0	4.321	0	6.79	0.154	0.463	0	0	0.463	0	0.154	0	0.617	0	0
0.315	0.225	0	0.225	0	0.676	0	1.577	0.45	2.027	0	0	0.45	0.225	64.189	0	0	0.676	1.577	0	10.586	0	0	0	0	0	0.225	0	0	0.225	0	0	0	0.225	0	0	0	0	0	0.225	0.225	0	2.928	0	10.135	0.225	0.45	0	0	0.45	0	0	0	1.802	0	0
0.365	0	0.318	0	0.159	0.318	0	0.636	0.159	1.749	0	0	0	0.159	69.952	0	0	0.318	1.272	0.318	11.606	0.159	0	0	0	0	0	0.318	0	0	0	0	0	0	0	0	0	0	0	0.159	0	0	4.452	0.159	5.564	0.159	0.318	0	0	0.159	0	0	0	1.59	0	0
0.415	0.147	0.147	0	0	0.294	0	1.175	0.441	1.909	0	0	1.175	0	64.758	0.441	0	0.441	1.175	1.028	13.363	0	0	0	0	0	0	0	0	0	0	0	0	0.147	0	0	0	0	0	0.294	0	0	3.377	0	6.755	0.147	0.441	0.294	0	0.734	0	0	0	1.322	0	0
0.465	0.165	0.165	0.165	0.165	0.331	0	0.826	0.165	1.322	0	0	0	0	63.14	0	0	0.165	1.322	0	14.38	0	0	0	0	0	0	0	0	0	0.165	0	0.165	0.165	0	0	0	0	0	0.331	0	0.496	4.463	0.496	7.934	0	0.496	0	0	0.662	0	0	0	2.314	0	0
0.515	0.508	0.169	0	0	0	0	1.184	0.169	2.2	0.169	0	0.846	0	68.359	0	0	0.169	0.169	0.508	11.506	0	0	0	0	0	0	0.338	0	0	0	0	0	0.338	0	0	0	0	0	0.169	0.169	0	3.384	0	7.276	0.169	0.338	0.169	0	0.169	0	0	0	1.523	0	0
0.565	0.345	0.173	0	0	0.345	0	1.036	0.173	0.691	0.173	0	0.691	0	65.976	0.173	0	0.173	1.9	0.691	12.953	0	0	0	0	0	0	0	0	0	0	0	0	0.173	0	0	0	0	0	0	0	0	2.245	0.173	8.463	0	0.173	0	0.173	1.209	0	0	0	1.9	0	0
0.615	0.137	0	0.137	0.137	0.137	0	0.685	0.137	0	0	0	0.685	0	68.082	0.411	0	0	1.918	1.644	13.014	0	0	0	0	0	0	0	0	0	0	0.137	0	0	0	0	0	0	0	0.137	0.274	0	1.918	0	7.808	0	0.548	0	0	0.411	0	0.137	0	1.507	0	0
0.665	0.158	0.158	0	0	0.475	0	1.109	0.158	0.951	0	0	0.634	0	61.173	0	0	0.475	2.694	0.475	15.531	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158	0	0	0	0	0.158	0	0	3.487	0.317	9.826	0	0.158	0.158	0	0.475	0	0	0	1.268	0	0
0.715	0	0.334	0	0.334	0.167	0	1.169	0.334	4.341	0.167	0	0.334	0	50.584	0	0	0.668	5.008	5.175	9.683	0	0	0.334	0	0	0	1.169	0	0	0	0.167	0.334	0	0.334	0	0	0.167	0	0.167	0	0	3.84	1.002	10.351	0	1.002	0.334	0	0.835	0	0	0	1.669	0	0
0.765	0	0.205	0	0.205	0.411	0	0.616	0	0.411	0	0	0.411	0	63.244	0.205	0	0.411	2.053	0.821	14.784	0	0.205	0	0	0	0.205	0	0	0.205	0	0	0	0	0	0	0	0.205	0	0	0	0.411	2.669	0	9.856	0	1.027	0	0	0.822	0	0	0	0.616	0	0
0.815	0	0	0	0.207	0.828	0	1.035	0.207	0.621	0	0	0.828	0	58.592	0	0	0.414	2.692	0.414	13.458	0	0	0	0	0	0	0.414	0	0	0	0	0	0	0	0	0	0	0	0	0.207	0	2.277	0.207	14.907	0.207	0.414	0	0	0.828	0	0	0	1.242	0	0
0.865	0	0	0.183	0	1.097	0	0.548	0.731	0.183	0.183	0	0.914	0	64.168	0.548	0.183	0.366	2.011	0.731	10.969	0.183	0	0	0	0	0	0.548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.548	0.183	12.614	0.366	0.731	0	0	0.366	0	0.183	0	1.463	0	0
0.915	0	0.175	0.175	0.35	0.175	0	1.051	0.35	0.525	0	0	0.876	0	67.951	0.175	0	0.175	1.926	1.926	9.282	0	0	0	0	0	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.701	0.175	10.158	0	1.401	0	0.175	0.525	0	0	0	1.576	0	0
0.965	0.159	0.159	0.159	0	0	0	0.796	0	0.796	0	0.159	0.955	0	73.089	0.159	0	0	1.274	0.637	7.803	0	0	0	0	0	0	0.478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.274	0.159	9.395	0.159	0.159	0.159	0.159	0.477	0	0	0	1.433	0	0
1.015	0	0	0	0	0	0.224	0.897	0	1.794	0	0	2.018	0	67.937	0.448	0	0.448	1.345	0.897	8.072	0	0	0	0	0	0	0.224	0	0.224	0	0	0.224	0.224	0.224	0	0	0	0	0	0	0	0.897	0	9.417	0	0.673	0.448	0.448	0.672	0	0	0	2.242	0	0
1.065	0	0.399	0	0	0.798	0	0.998	0	1.198	0	0	0.998	0	63.273	0.2	0	0.2	2.794	1.198	7.784	0	0	0	0	0	0	0.2	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	2.595	0	15.369	0.2	0.399	0.2	0	0.2	0	0	0	0.798	0	0
1.115	0.16	0.319	0	0	0.479	0	0.639	0	3.355	0	0	2.236	0	59.904	0	0	0.16	1.597	0.799	9.425	0	0	0.16	0	0	0	0.319	0.16	0	0	0.16	0	0.319	0	0	0	0.16	0	0	0.319	0.16	2.236	0	15.495	0	0.319	0	0	0.16	0	0	0	0.958	0	0
1.165	0	0.192	0.384	0	0.384	0	1.344	0.192	5.566	0	0	1.536	0	63.532	0.192	0	0.192	2.495	0.96	7.486	0	0	0	0	0	0	0.192	0.192	0	0	0	0	0.576	0	0	0	0.192	0	0	0	0.192	1.344	0.192	10.557	0	0.192	0.192	0	0.192	0	0	0	1.536	0	0
1.215	0.132	0.264	0.132	0	0.264	0.132	1.849	0.264	4.756	0	0	1.849	0	63.672	0	0	0	1.849	1.189	5.548	0	0	0.132	0	0	0	0	0	0	0	0.132	0	0.264	0	0	0	0	0	0	0	0.132	2.906	0.396	10.568	0	0.528	1.057	0	0.132	0	0	0	1.849	0	0
1.265	0.373	0.373	0	0	0.56	0	1.493	0.746	4.291	0	0	0.746	0	64.179	0	0	0	3.172	0.373	5.97	0	0	0	0	0	0	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.172	0.187	10.821	0.187	0.187	0.187	0	0.747	0	0	0	1.679	0	0
1.315	0.328	0.164	0	0	0.821	0.493	3.612	0.164	3.612	0	0	3.284	0	63.711	0	0	0	0.821	0.328	3.12	0	0	0.164	0	0	0.164	0	0.164	0	0	0	0	0	0	0	0.164	0	0	0	0.164	0	1.806	0.164	13.957	0	0.821	0.164	0	0	0	0	0	1.806	0	0
1.365	0	0.231	0	0	0.231	0	1.389	0	4.63	0	0	2.778	0	66.667	0.231	0	0	1.389	1.157	3.241	0	0	0.231	0	0	0	0.231	0	0	0	0	0	0.231	0	0	0	0	0	0.231	0	0	2.083	0.694	9.722	0.463	0.463	0.463	0	0.694	0	0.231	0	2.315	0	0
1.415	0	0.137	0	0	0.41	0	0.956	0	11.339	0	0	1.913	0	64.071	0.41	0	0	2.186	1.23	3.142	0	0	0.137	0	0	0	0.41	0	0	0	0.137	0.273	0.137	0	0	0	0	0	0	0.273	0	2.322	0.41	5.601	0.546	1.093	0.82	0.137	0.137	0	0	0	1.639	0.137	0
1.465	0	0.204	0.204	0	0.611	0	1.426	0	8.147	0.204	0.204	2.444	0	57.841	0.204	0	0.204	2.444	1.426	3.666	0.204	0	0	0	0	0	0.407	0	0	0	0.204	0.407	0.407	0	0.204	0	0	0	0	0	0.204	3.87	1.426	9.98	0.204	0.204	0.204	0.204	1.222	0	0	0	1.426	0	0
